,text,sentence,start_token,end_token,mention_type,label,grounding_id
463,t at time t,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",16,20,RelationMention,Description,
464,de) noted by N(t at time t ) has been stratiﬁ,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",10,25,EventMention,Description,
465,entire human population (de),"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",6,12,RelationMention,Description,
466,de) noted by N(t at time t ) has been stratiﬁ,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",10,25,EventMention,ParamAndUnit,
467,entire human population (de) noted by N(t at time t ) has been stratiﬁ,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",6,25,EventMention,Description,
468,disease-induced death cases (D (t )),"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",114,123,RelationMention,Description,
469,fectious (Q (t )) hospitalised or isolated individuals (L (t ),"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",87,103,RelationMention,Description,
470,compartmental mathematical,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,1,3,TextBoundMention,Phrase,
471,possible real-life interactions,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,18,21,TextBoundMention,Phrase,
472,social behavior,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,22,24,TextBoundMention,Phrase,"(social behavior AE, oae:0000043, 0.87), (social avoidant behaviour AE, oae:0004807, 0.85), (Abnormal social behavior, hp:0012433, 0.84), (Violent behavior, hp:0008760, 0.79), (Socially inappropriate behavior, hp:0030220, 0.79)"
473,transmission dynamics,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,8,10,TextBoundMention,Phrase,"(cyclodevelopmental transmission, trans:0000030, 0.83), (cyclopropagative transmission, trans:0000029, 0.83), (droplet spread transmission, trans:0000008, 0.78), (transmission process, trans:0000000, 0.78), (vertical transmission, trans:0000032, 0.76)"
474,has,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,3,4,TextBoundMention,Phrase,"(has skeleton, ro:0002551, 0.84), (has quality, ro:0000086, 0.77), (has output, ro:0002234, 0.76)"
475,novel coronavirus incorporat,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,12,15,TextBoundMention,Phrase,
476,proposed,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,5,6,TextBoundMention,Phrase,
477,been,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,4,5,TextBoundMention,Phrase,
478,ing,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,16,17,TextBoundMention,Phrase,
479,describing,A compartmental mathematical has been proposed describing the transmission dynamics of the novel coronavirus incorporat - ing all possible real-life interactions and social behavior .,6,7,TextBoundMention,Phrase,
480,covered,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",106,107,TextBoundMention,VerbPhrase,
481,hospitalised,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",94,95,TextBoundMention,VerbPhrase,
482,has,"Considering different infection status , the entire human population ( de ) noted by N ( t at time t ) has been strati fi ed into nine mutually , exclusive compartments of susceptible individuals ( S ( t ) ) early , , exposed individuals ( t ) ) pre-symptomatic individuals ( t ) ) ( E 1 ( E 2 , symptomatically-infectious ( I ( t ) ) asymptomatically-infectious or , infectious individuals with mild-symptoms ( A ( t ) ) quarantined in , , fectious ( Q ( t ) ) hospitalised or isolated individuals ( L ( t ) ) re , covered individuals ( R ( t ) ) disease-induced death cases ( D ( t ) ) .",21,22,TextBoundMention,VerbPhrase,"(has skeleton, ro:0002551, 0.84), (has quality, ro:0000086, 0.77), (has output, ro:0002234, 0.76)"
